direction,level_type,entry_date,exit_date,entry_price,exit_price,tp_price,sl_price,size,pnl_gross,cost,pnl_net,bars_held,exit_reason
SHORT,support,2018-02-18 08:45:00,2018-02-18 09:45:00,10333.94,10127.26,10127.26,10437.28,1.208388,249.75,24.73,225.02,4,take_profit
SHORT,support,2018-02-18 09:45:00,2018-02-18 10:00:00,10101.1,10202.11,9899.08,10202.11,1.241812,-125.44,25.21,-150.65,1,stop_loss
SHORT,support,2018-02-18 10:00:00,2018-02-18 10:15:00,10274.35,10377.09,10068.86,10377.09,1.217207,-125.06,25.14,-150.2,1,stop_loss
SHORT,support,2018-02-18 10:15:00,2018-02-18 11:15:00,10389.0,10492.89,10181.22,10492.89,1.20016,-124.68,25.06,-149.75,4,stop_loss
LONG,resistance,2018-02-19 08:30:00,2018-02-19 10:15:00,10780.89,10996.51,10996.51,10673.08,1.153061,248.62,25.11,223.51,7,take_profit
LONG,resistance,2018-02-19 10:15:00,2018-02-19 15:45:00,10945.0,11163.9,11163.9,10835.55,1.140877,249.74,25.22,224.51,22,take_profit
LONG,resistance,2018-02-19 15:45:00,2018-02-19 16:45:00,11171.71,11059.99,11395.14,11059.99,1.122749,-125.43,24.96,-150.39,4,stop_loss
LONG,resistance,2018-02-19 16:45:00,2018-02-19 17:00:00,11075.91,10965.15,11297.43,10965.15,1.129066,-125.05,24.89,-149.94,1,stop_loss
LONG,resistance,2018-02-20 00:00:00,2018-02-20 06:45:00,11336.37,11563.1,11563.1,11223.01,1.099818,249.36,25.19,224.17,27,take_profit
LONG,resistance,2018-02-20 06:45:00,2018-02-20 08:15:00,11568.1,11452.42,11799.46,11452.42,1.082631,-125.24,24.92,-150.16,6,stop_loss
LONG,resistance,2018-02-20 17:15:00,2018-02-20 19:15:00,11667.0,11550.33,11900.34,11550.33,1.070236,-124.86,24.85,-149.71,8,stop_loss
LONG,resistance,2018-02-20 20:30:00,2018-02-20 22:30:00,11737.77,11620.39,11972.53,11620.39,1.060595,-124.49,24.77,-149.26,8,stop_loss
LONG,resistance,2018-02-20 22:30:00,2018-02-20 22:45:00,11510.92,11395.81,11741.14,11395.81,1.078255,-124.12,24.7,-148.82,1,stop_loss
SHORT,support,2018-02-21 00:00:00,2018-02-21 00:30:00,10950.0,11059.5,10731.0,11059.5,1.130091,-123.74,24.87,-148.62,2,stop_loss
SHORT,support,2018-02-21 00:30:00,2018-02-21 01:00:00,11018.07,11128.25,10797.71,11128.25,1.119737,-123.37,24.8,-148.17,2,stop_loss
SHORT,support,2018-02-21 04:00:00,2018-02-21 04:15:00,10666.12,10772.78,10452.8,10772.78,1.153212,-123.0,24.72,-147.73,1,stop_loss
